"project","access","year","month","day","articles__article","articles__views","articles__rank"
"lv.wikipedia","all-access","2018","04","all-days","Brazīlija","1762","148"
"lv.wikipedia","all-access","2018","04","all-days","Pitagora_teorēma","1754","149"
"lv.wikipedia","all-access","2018","04","all-days","Starptautiskā_mērvienību_sistēma","1750","150"
"lv.wikipedia","all-access","2018","04","all-days","Pirmais_pasaules_karš_Latvijā","1745","151"
"lv.wikipedia","all-access","2018","04","all-days","Veidne:Latvijas_lielākās_pilsētas","1733","152"
"lv.wikipedia","all-access","2018","04","all-days","Septiņi_pasaules_brīnumi","1727","153"
"lv.wikipedia","all-access","2018","04","all-days","Vidzeme","1726","154"
"lv.wikipedia","all-access","2018","04","all-days","Starptautisko_tālsarunu_kodu_saraksts","1719","155"
"lv.wikipedia","all-access","2018","04","all-days","Gauja","1716","156"
"lv.wikipedia","all-access","2018","04","all-days","Portugāle","1708","157"
"lv.wikipedia","all-access","2018","04","all-days","Trapece","1703","158"
"lv.wikipedia","all-access","2018","04","all-days","Barikāžu_laiks","1700","159"
"lv.wikipedia","all-access","2018","04","all-days","Special:CiteThisPage","1693","160"
"lv.wikipedia","all-access","2018","04","all-days","Laika_josla","1692","161"
"lv.wikipedia","all-access","2018","04","all-days","Johans_Sebastians_Bahs","1685","162"
"lv.wikipedia","all-access","2018","04","all-days","Malta","1685","162"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_karogs","1677","164"
"lv.wikipedia","all-access","2018","04","all-days","Marss_(planēta)","1674","165"
"lv.wikipedia","all-access","2018","04","all-days","Vikipēdija:CEE_Spring_2018","1671","166"
"lv.wikipedia","all-access","2018","04","all-days","Skaņa","1664","167"
"lv.wikipedia","all-access","2018","04","all-days","Sultāne_Mihrimaha","1656","168"
"lv.wikipedia","all-access","2018","04","all-days","Riņķa_līnija","1656","168"
"lv.wikipedia","all-access","2018","04","all-days","Mēness","1654","170"
"lv.wikipedia","all-access","2018","04","all-days","Enerģija","1652","171"
"lv.wikipedia","all-access","2018","04","all-days","Klasicisms","1648","172"
"lv.wikipedia","all-access","2018","04","all-days","Turcija","1641","173"
"lv.wikipedia","all-access","2018","04","all-days","Ūdens","1635","174"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_brīvības_cīņas","1614","175"
"lv.wikipedia","all-access","2018","04","all-days","Vikipēdija:Kontakti","1612","176"
"lv.wikipedia","all-access","2018","04","all-days","Nameja_gredzens_(filma)","1610","177"
"lv.wikipedia","all-access","2018","04","all-days","Beļģija","1610","177"
"lv.wikipedia","all-access","2018","04","all-days","Special:ElectronPdf","1609","179"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_ģerbonis","1606","180"
"lv.wikipedia","all-access","2018","04","all-days","Rundāles_pils","1603","181"
"lv.wikipedia","all-access","2018","04","all-days","Romas_impērija","1602","182"
"lv.wikipedia","all-access","2018","04","all-days","Molotova—Ribentropa_pakts","1597","183"
"lv.wikipedia","all-access","2018","04","all-days","Hektārs","1590","184"
"lv.wikipedia","all-access","2018","04","all-days","Dators","1581","185"
"lv.wikipedia","all-access","2018","04","all-days","Olimpiskās_spēles","1571","186"
"lv.wikipedia","all-access","2018","04","all-days","Attēls:Manchester_United_FC_crest.svg","1559","187"
"lv.wikipedia","all-access","2018","04","all-days","Epitets","1557","188"
"lv.wikipedia","all-access","2018","04","all-days","Anglija","1557","188"
"lv.wikipedia","all-access","2018","04","all-days","Metafora","1557","188"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_administratīvais_iedalījums","1556","191"
"lv.wikipedia","all-access","2018","04","all-days","Kārlis_Ulmanis","1552","192"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_neatkarības_atjaunošana","1549","193"
"lv.wikipedia","all-access","2018","04","all-days","Iekšdedzes_dzinējs","1544","194"
"lv.wikipedia","all-access","2018","04","all-days","Diskriminants","1541","195"
"lv.wikipedia","all-access","2018","04","all-days","Cēsis","1537","196"
"lv.wikipedia","all-access","2018","04","all-days","Īrija","1528","197"
"lv.wikipedia","all-access","2018","04","all-days","Kanāda","1526","198"
"lv.wikipedia","all-access","2018","04","all-days","Savanna","1524","199"
"lv.wikipedia","all-access","2018","04","all-days","Josifs_Staļins","1523","200"
"lv.wikipedia","all-access","2018","04","all-days","Daugavpils","1520","201"
"lv.wikipedia","all-access","2018","04","all-days","Opera","1515","202"
"lv.wikipedia","all-access","2018","04","all-days","Horvātija","1512","203"
"lv.wikipedia","all-access","2018","04","all-days","Impresionisms","1509","204"
"lv.wikipedia","all-access","2018","04","all-days","Special:Book","1509","204"
"lv.wikipedia","all-access","2018","04","all-days","Reformācija","1505","206"
"lv.wikipedia","all-access","2018","04","all-days","Datorvīruss","1501","207"
"lv.wikipedia","all-access","2018","04","all-days","Osmaņu_impērijas_izaugsme","1500","208"
"lv.wikipedia","all-access","2018","04","all-days","Jelgava","1498","209"
"lv.wikipedia","all-access","2018","04","all-days","1905._gada_revolūcija","1497","210"
"lv.wikipedia","all-access","2018","04","all-days","Kategorija:Latviešu_rakstnieki","1497","210"
"lv.wikipedia","all-access","2018","04","all-days","Vikipēdija:Saistību_atrunas","1487","212"
"lv.wikipedia","all-access","2018","04","all-days","Eiro","1485","213"
"lv.wikipedia","all-access","2018","04","all-days","RSS_protokols","1476","214"
"lv.wikipedia","all-access","2018","04","all-days","Mitrais_tropu_mežs","1473","215"
"lv.wikipedia","all-access","2018","04","all-days","Viktorija_(karaliene)","1470","216"
"lv.wikipedia","all-access","2018","04","all-days","Černobiļas_AES_katastrofa","1467","217"
"lv.wikipedia","all-access","2018","04","all-days","Valstu_uzskaitījums_pēc_iedzīvotāju_skaita","1465","218"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_Tautas_fronte","1464","219"
"lv.wikipedia","all-access","2018","04","all-days","Dziesmotā_revolūcija","1463","220"
"lv.wikipedia","all-access","2018","04","all-days","Ventspils","1459","221"
"lv.wikipedia","all-access","2018","04","all-days","Jūrmala","1449","222"
"lv.wikipedia","all-access","2018","04","all-days","Jāņi","1448","223"
"lv.wikipedia","all-access","2018","04","all-days","Pankreatīts","1440","224"
"lv.wikipedia","all-access","2018","04","all-days","Nafta","1440","224"
"lv.wikipedia","all-access","2018","04","all-days","2018._gada_Eirovīzijas_dziesmu_konkurss","1435","226"
"lv.wikipedia","all-access","2018","04","all-days","Nieres","1430","227"
"lv.wikipedia","all-access","2018","04","all-days","Basketbols","1426","228"
"lv.wikipedia","all-access","2018","04","all-days","Bulgārija","1424","229"
"lv.wikipedia","all-access","2018","04","all-days","Kategorija:Datortīkli","1424","229"
"lv.wikipedia","all-access","2018","04","all-days","Sīrija","1423","231"
"lv.wikipedia","all-access","2018","04","all-days","Trijstūris","1423","231"
"lv.wikipedia","all-access","2018","04","all-days","Austrija","1423","231"
"lv.wikipedia","all-access","2018","04","all-days","Autoritārais_Kārļa_Ulmaņa_režīms","1421","234"
"lv.wikipedia","all-access","2018","04","all-days","Lielā_zīlīte","1419","235"
"lv.wikipedia","all-access","2018","04","all-days","Kārlis_Skalbe","1416","236"
"lv.wikipedia","all-access","2018","04","all-days","Saeima","1408","237"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_pilsētu_ģerboņi","1406","238"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_putnu_sugu_saraksts","1405","239"
"lv.wikipedia","all-access","2018","04","all-days","Izraēla","1397","240"
"lv.wikipedia","all-access","2018","04","all-days","Alfabēts","1395","241"
"lv.wikipedia","all-access","2018","04","all-days","Ukraina","1394","242"
"lv.wikipedia","all-access","2018","04","all-days","Latviešu_leģions","1393","243"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_Republikas_Satversme","1393","243"
"lv.wikipedia","all-access","2018","04","all-days","Pelēkais_vilks","1391","245"
"lv.wikipedia","all-access","2018","04","all-days","Angļu_valoda","1387","246"
"lv.wikipedia","all-access","2018","04","all-days","Autisms","1383","247"
"lv.wikipedia","all-access","2018","04","all-days","Pablo_Pikaso","1372","248"
"lv.wikipedia","all-access","2018","04","all-days","Ludvigs_van_Bēthovens","1369","249"
"lv.wikipedia","all-access","2018","04","all-days","Merkurs_(planēta)","1368","250"
"lv.wikipedia","all-access","2018","04","all-days","Zemgale","1368","250"
"lv.wikipedia","all-access","2018","04","all-days","Valstu_uzskaitījums_pēc_platības","1363","252"
"lv.wikipedia","all-access","2018","04","all-days","Zemes_diena","1362","253"
"lv.wikipedia","all-access","2018","04","all-days","Dižraibais_dzenis","1361","254"
"lv.wikipedia","all-access","2018","04","all-days","Roksolana","1360","255"
"lv.wikipedia","all-access","2018","04","all-days","Zodiaks","1359","256"
"lv.wikipedia","all-access","2018","04","all-days","Grāmatvedība","1358","257"
"lv.wikipedia","all-access","2018","04","all-days","Jaunzēlande","1350","258"
"lv.wikipedia","all-access","2018","04","all-days","Spirti","1331","259"
"lv.wikipedia","all-access","2018","04","all-days","Monako","1330","260"
"lv.wikipedia","all-access","2018","04","all-days","Āzija","1329","261"
"lv.wikipedia","all-access","2018","04","all-days","Lielais_Ziemeļu_karš","1329","261"
"lv.wikipedia","all-access","2018","04","all-days","Nervu_sistēma","1325","263"
"lv.wikipedia","all-access","2018","04","all-days","Gruzija","1325","263"
"lv.wikipedia","all-access","2018","04","all-days","Oma_likums","1320","265"
"lv.wikipedia","all-access","2018","04","all-days","Mērnieku_laiki","1317","266"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_Satversmes_sapulce","1315","267"
"lv.wikipedia","all-access","2018","04","all-days","Elektriskā_pretestība","1314","268"
"lv.wikipedia","all-access","2018","04","all-days","Gliemji","1314","268"
"lv.wikipedia","all-access","2018","04","all-days","Krišjānis_Barons","1306","270"
"lv.wikipedia","all-access","2018","04","all-days","Futbols","1302","271"
"lv.wikipedia","all-access","2018","04","all-days","Pārspriedums","1300","272"
"lv.wikipedia","all-access","2018","04","all-days","Ogleklis","1298","273"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_vācu_okupācija_(1941—1945)","1297","274"
"lv.wikipedia","all-access","2018","04","all-days","Donava","1294","275"
"lv.wikipedia","all-access","2018","04","all-days","Staburags","1292","276"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_garākās_upes","1291","277"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_pievienošanās_Eiropas_Savienībai","1290","278"
"lv.wikipedia","all-access","2018","04","all-days","Tuksnesis","1289","279"
"lv.wikipedia","all-access","2018","04","all-days","Bille_(filma)","1287","280"
"lv.wikipedia","all-access","2018","04","all-days","Emīls_Dārziņš","1283","281"
"lv.wikipedia","all-access","2018","04","all-days","Livonija","1281","282"
"lv.wikipedia","all-access","2018","04","all-days","Glikoze","1279","283"
"lv.wikipedia","all-access","2018","04","all-days","SVID_analīze","1278","284"
"lv.wikipedia","all-access","2018","04","all-days","Balti","1277","285"
"lv.wikipedia","all-access","2018","04","all-days","Zivis","1275","286"
"lv.wikipedia","all-access","2018","04","all-days","Melanoma","1272","287"
"lv.wikipedia","all-access","2018","04","all-days","Vladimirs_Ļeņins","1270","288"
"lv.wikipedia","all-access","2018","04","all-days","Rīgas_vēsture","1267","289"
"lv.wikipedia","all-access","2018","04","all-days","Berlīnes_mūris","1265","290"
"lv.wikipedia","all-access","2018","04","all-days","Etiķskābe","1262","291"
"lv.wikipedia","all-access","2018","04","all-days","1905._gada_revolūcija_Latvijā","1261","292"
"lv.wikipedia","all-access","2018","04","all-days","Mairis_Briedis","1261","292"
"lv.wikipedia","all-access","2018","04","all-days","Jupiters_(planēta)","1259","294"
"lv.wikipedia","all-access","2018","04","all-days","Ogļhidrāti","1256","295"
"lv.wikipedia","all-access","2018","04","all-days","Sultāne_Safije","1254","296"
"lv.wikipedia","all-access","2018","04","all-days","Polimēri","1249","297"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_vēstures_hronoloģija","1247","298"
"lv.wikipedia","all-access","2018","04","all-days","Venera_(planēta)","1247","298"
"lv.wikipedia","all-access","2018","04","all-days","Piesārņojums","1246","300"
"lv.wikipedia","all-access","2018","04","all-days","Aļona_Ostapenko","1242","301"
"lv.wikipedia","all-access","2018","04","all-days","Fotosintēze","1240","302"
"lv.wikipedia","all-access","2018","04","all-days","Kuldīga","1238","303"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_valsts_pasludināšana","1231","304"
"lv.wikipedia","all-access","2018","04","all-days","Čehija","1227","305"
"lv.wikipedia","all-access","2018","04","all-days","UgunsGrēks","1227","305"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_Republikas_Ministru_kabinets","1225","307"
"lv.wikipedia","all-access","2018","04","all-days","Bites","1224","308"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_naudas_vēsture","1216","309"
"lv.wikipedia","all-access","2018","04","all-days","Krusta_kari","1214","310"
"lv.wikipedia","all-access","2018","04","all-days","Cilvēka_temperaments","1208","311"
"lv.wikipedia","all-access","2018","04","all-days","Vikipēdija:Par","1208","311"
"lv.wikipedia","all-access","2018","04","all-days","Roma","1207","313"
"lv.wikipedia","all-access","2018","04","all-days","Google","1205","314"
"lv.wikipedia","all-access","2018","04","all-days","Ciete","1204","315"
"lv.wikipedia","all-access","2018","04","all-days","Jozefs_Haidns","1204","315"
"lv.wikipedia","all-access","2018","04","all-days","Ungārija","1203","317"
"lv.wikipedia","all-access","2018","04","all-days","Marihuāna","1199","318"
"lv.wikipedia","all-access","2018","04","all-days","1941._gada_jūnija_deportācijas_Latvijā","1196","319"
"lv.wikipedia","all-access","2018","04","all-days","Eduards_Veidenbaums","1195","320"
"lv.wikipedia","all-access","2018","04","all-days","Dzelzs","1194","321"
"lv.wikipedia","all-access","2018","04","all-days","Abinieki","1193","322"
"lv.wikipedia","all-access","2018","04","all-days","Tērauds","1191","323"
"lv.wikipedia","all-access","2018","04","all-days","Siltuma_daudzums","1190","324"
"lv.wikipedia","all-access","2018","04","all-days","Mājas_strazds","1189","325"
"lv.wikipedia","all-access","2018","04","all-days","Venta","1188","326"
"lv.wikipedia","all-access","2018","04","all-days","Anna_Brigadere","1187","327"
"lv.wikipedia","all-access","2018","04","all-days","Blīvums","1186","328"
"lv.wikipedia","all-access","2018","04","all-days","Nīderlandes_pilsētu_uzskaitījums","1184","329"
"lv.wikipedia","all-access","2018","04","all-days","Oglekļa_dioksīds","1184","329"
"lv.wikipedia","all-access","2018","04","all-days","Indonēzija","1183","331"
"lv.wikipedia","all-access","2018","04","all-days","Zirnekļi","1183","331"
"lv.wikipedia","all-access","2018","04","all-days","Vatikāns","1181","333"
"lv.wikipedia","all-access","2018","04","all-days","Maskava","1178","334"
"lv.wikipedia","all-access","2018","04","all-days","Latvieši","1178","334"
"lv.wikipedia","all-access","2018","04","all-days","Latvijas_ekonomika","1177","336"
"lv.wikipedia","all-access","2018","04","all-days","2018._gada_ziemas_olimpiskās_spēles","1177","336"
"lv.wikipedia","all-access","2018","04","all-days","Reliģija","1174","338"
"lv.wikipedia","all-access","2018","04","all-days","Apgaismības_laikmets","1170","339"
"lv.wikipedia","all-access","2018","04","all-days","Acs","1166","340"
"lv.wikipedia","all-access","2018","04","all-days","Agrārā_reforma_Latvijā","1162","341"
"lv.wikipedia","all-access","2018","04","all-days","Skroderdienas_Silmačos","1161","342"
"lv.wikipedia","all-access","2018","04","all-days","Jūdaisms","1160","343"
"lv.wikipedia","all-access","2018","04","all-days","Laukums","1159","344"
"lv.wikipedia","all-access","2018","04","all-days","Baltā_cielava","1156","345"
"lv.wikipedia","all-access","2018","04","all-days","Baltkrievija","1154","346"
"lv.wikipedia","all-access","2018","04","all-days","Valmiera","1154","346"
"lv.wikipedia","all-access","2018","04","all-days","Iekšzemes_kopprodukts","1152","348"
"lv.wikipedia","all-access","2018","04","all-days","Jūgendstils","1150","349"
"lv.wikipedia","all-access","2018","04","all-days","Mājas_vista","1143","350"
"lv.wikipedia","all-access","2018","04","all-days","Kategorija:Latvijas_gleznotāji","1133","351"
"lv.wikipedia","all-access","2018","04","all-days","Asins_grupas","1130","352"
"lv.wikipedia","all-access","2018","04","all-days","Rīgas_Brāļu_kapi","1123","353"
"lv.wikipedia","all-access","2018","04","all-days","Sanktpēterburga","1120","354"
"lv.wikipedia","all-access","2018","04","all-days","Dons","1119","355"
"lv.wikipedia","all-access","2018","04","all-days","Ieži","1117","356"
